,brightness,sigma,activation,trace,threshold,effective_charge_per_second,amplitude,stim_condition,time
4503,0.19029501080513,0.09695376455783844,3.01550571180087e-08,4.3236980218352983e-07,0.0,3.86454985346063e-06,0.0001,9,0.006
4504,0.21237502992153168,0.09695376455783844,3.733036635367171e-08,5.400776217356906e-07,0.0,3.859049229504308e-06,0.0001,9,0.008
4505,0.23578548431396484,0.09695376455783844,4.436553169284707e-08,6.476319640569272e-07,0.0,3.853555881505599e-06,0.0001,9,0.01
4506,0.26041364669799805,0.09695376455783844,5.1263093325815134e-08,7.55033113364334e-07,0.0,3.848070718959207e-06,0.0001,9,0.012
4507,0.28612053394317627,0.09695376455783844,5.8025545257578415e-08,8.622812401881674e-07,0.0,3.842593287117779e-06,0.0001,9,0.014
4508,0.31274375319480896,0.09695376455783844,6.465533175514793e-08,9.693766287455219e-07,0.0,3.837123585981317e-06,0.0001,9,0.016
4509,0.340101957321167,0.09695376455783844,7.115485800568422e-08,1.076319449566654e-06,0.0,3.8316616155498195e-06,0.0001,9,0.018
4510,0.36800000071525574,0.09695376455783844,7.752648656378369e-08,1.183109930025239e-06,0.0,3.826207830570638e-06,0.0001,9,0.02
4511,0.3962348997592926,0.09695376455783844,8.377253379876493e-08,1.2897482974949526e-06,0.0,3.82076086680172e-06,0.0001,9,0.022
4512,0.42460158467292786,0.09695376455783844,8.989527344738235e-08,1.39623477934947e-06,0.0,3.815322543232469e-06,0.0001,9,0.024
4513,0.45289915800094604,0.09695376455783844,9.589694371925361e-08,1.5025696029624669e-06,0.0,3.8098919503681827e-06,0.0001,9,0.026
4514,0.48093605041503906,0.09695376455783844,1.0177973308600485e-07,1.6087529957076185e-06,0.0,3.8044686334615108e-06,0.0001,9,0.028
4515,0.508534848690033,0.09695376455783844,1.0754580159755278e-07,1.7147851849586004e-06,0.0,3.7990535020071547e-06,0.0001,9,0.03
4516,0.5355358123779297,0.09695376455783844,1.1319726667124996e-07,1.8206662844022503e-06,0.0,3.7936458738840884e-06,0.0001,9,0.032
4517,0.5617995858192444,0.09695376455783844,1.1873621019731218e-07,1.9263966350990813e-06,0.0,3.788245976465987e-06,0.0001,9,0.034
4518,0.58720862865448,0.09695376455783844,1.2416467143339105e-07,2.0319762370490935e-06,0.0,3.7828535823791754e-06,0.0001,9,0.036
4519,0.6116681694984436,0.09695376455783844,1.2948464700457407e-07,2.1374055449996376e-06,0.0,3.7774689189973287e-06,0.0001,9,0.038
4520,0.6351051330566406,0.09695376455783844,1.3469811221966665e-07,2.242684558950714e-06,0.0,3.772091986320447e-06,0.0001,9,0.04
4521,0.6574677228927612,0.09695376455783844,1.3980698554405535e-07,2.347813733649673e-06,0.0,3.766723011722206e-06,0.0001,9,0.042
4522,0.6787234544754028,0.09695376455783844,1.448131854431267e-07,2.452793069096515e-06,0.0,3.7613613130815793e-06,0.0001,9,0.044
4523,0.698857307434082,0.09695376455783844,1.4971855932799372e-07,2.5576227926649153e-06,0.0,3.756007572519593e-06,0.0001,9,0.046
4524,0.7178694605827332,0.09695376455783844,1.5452495460976934e-07,2.662303359102225e-06,0.0,3.7506611079152208e-06,0.0001,9,0.048
4525,0.7357726693153381,0.09695376455783844,1.5923414764529298e-07,2.7668347684084438e-06,0.0,3.7453223740158137e-06,0.0001,9,0.05
4526,0.7525905966758728,0.09695376455783844,1.6384791479140404e-07,2.8712172479572473e-06,0.0,3.7399911434476962e-06,0.0001,9,0.052
4527,0.7683554291725159,0.09695376455783844,1.6836798977237777e-07,2.975451025122311e-06,0.0,3.7346678709582193e-06,0.0001,9,0.054
4528,0.783105731010437,0.09695376455783844,1.7279606367992528e-07,3.07953632727731e-06,0.0,3.729351647052681e-06,0.0001,9,0.056
4529,0.7968848943710327,0.09695376455783844,1.771338276057577e-07,3.1834733817959204e-06,0.0,3.7240433812257834e-06,0.0001,9,0.058
4530,0.8097394704818726,0.09695376455783844,1.8138290158731252e-07,3.287262416051817e-06,0.0,3.7187428461038508e-06,0.0001,9,0.06
4531,0.8217180967330933,0.09695376455783844,1.855449056620273e-07,3.3909034300450003e-06,0.0,3.7134495869395323e-06,0.0001,9,0.062
4532,0.8328703045845032,0.09695376455783844,1.8962143144563015e-07,3.4943968785228208e-06,0.0,3.7081638311065035e-06,0.0001,9,0.064
4533,0.8432454466819763,0.09695376455783844,1.936140137104303e-07,3.5977427614852786e-06,0.0,3.7028858059784397e-06,0.0001,9,0.066
4534,0.8528920412063599,0.09695376455783844,1.97524187228737e-07,3.7009417610534e-06,0.0,3.69761505680799e-06,0.0001,9,0.068
4535,0.8618578314781189,0.09695376455783844,2.0135345835115004e-07,3.8039934224798344e-06,0.0,3.6923518109688303e-06,0.0001,9,0.07
4536,0.8701884746551514,0.09695376455783844,2.051032907957051e-07,3.906898655259283e-06,0.0,3.6870962958346354e-06,0.0001,9,0.072
4537,0.8779277801513672,0.09695376455783844,2.0877513406958315e-07,4.009657004644396e-06,0.0,3.6818480566580547e-06,0.0001,9,0.074
4538,0.8851174712181091,0.09695376455783844,2.1237039504740096e-07,4.112268925382523e-06,0.0,3.6766073208127636e-06,0.0001,9,0.076
4539,0.8917970061302185,0.09695376455783844,2.1589048060377536e-07,4.214734872221015e-06,0.0,3.6713740882987622e-06,0.0001,9,0.078
4540,0.8980035185813904,0.09695376455783844,2.19336754980759e-07,4.317054845159873e-06,0.0,3.666148131742375e-06,0.0001,9,0.08
4541,0.9037715792655945,0.09695376455783844,2.227105539986951e-07,4.419228844199097e-06,0.0,3.660929905890953e-06,0.0001,9,0.082
4542,0.9091339707374573,0.09695376455783844,2.260131992670722e-07,4.5212573240860365e-06,0.0,3.6557191833708202e-06,0.0001,9,0.084
4543,0.9141209125518799,0.09695376455783844,2.2924599818452407e-07,4.6231407395680435e-06,0.0,3.650515736808302e-06,0.0001,9,0.086
4544,0.9187606573104858,0.09695376455783844,2.3241021551712038e-07,4.724879090645118e-06,0.0,3.6453195662033977e-06,0.0001,9,0.088
4545,0.923079252243042,0.09695376455783844,2.3550708760922134e-07,4.826472377317259e-06,0.0,3.6401311263034586e-06,0.0001,9,0.09
4546,0.9271009564399719,0.09695376455783844,2.385378650160419e-07,4.927921054331819e-06,0.0,3.6349499623611337e-06,0.0001,9,0.092
4547,0.9308481216430664,0.09695376455783844,2.415037272385234e-07,5.029225121688796e-06,0.0,3.6297758470027475e-06,0.0001,9,0.094
4548,0.9343414306640625,0.09695376455783844,2.44405867988462e-07,5.130385034135543e-06,0.0,3.624609234975651e-06,0.0001,9,0.096
4549,0.9376001358032227,0.09695376455783844,2.472454525559442e-07,5.231400791672058e-06,0.0,3.619450126279844e-06,0.0001,9,0.098
4550,0.9406415820121765,0.09695376455783844,2.5002361780934734e-07,5.332272394298343e-06,0.0,3.6142985209153267e-06,0.0001,9,0.1
4551,0.9434823393821716,0.09695376455783844,2.527415006170486e-07,5.4330002967617474e-06,0.0,3.609153964134748e-06,0.0001,9,0.102
4552,0.946137011051178,0.09695376455783844,2.554001810040063e-07,5.533584953809623e-06,0.0,3.604016910685459e-06,0.0001,9,0.104
4553,0.9486197233200073,0.09695376455783844,2.5800073899517884e-07,5.634026365441969e-06,0.0,3.5988871331937844e-06,0.0001,9,0.106
4554,0.9509428143501282,0.09695376455783844,2.6054425461552455e-07,5.734324531658785e-06,0.0,3.5937644042860484e-06,0.0001,9,0.108
4555,0.9531182050704956,0.09695376455783844,2.6303175104658294e-07,5.834479907207424e-06,0.0,3.588649178709602e-06,0.0001,9,0.11
4556,0.9551565647125244,0.09695376455783844,2.654642514698935e-07,5.934492492087884e-06,0.0,3.5835412290907698e-06,0.0001,9,0.112
4557,0.9570678472518921,0.09695376455783844,2.678427790669957e-07,6.0343627410475165e-06,0.0,3.5784410101769026e-06,0.0001,9,0.114
4558,0.9588611125946045,0.09695376455783844,2.7016830017601023e-07,6.1340911088336725e-06,0.0,3.5733473850996234e-06,0.0001,9,0.116
4559,0.9605448246002197,0.09695376455783844,2.724417811350577e-07,6.233677140699001e-06,0.0,3.5682612633536337e-06,0.0001,9,0.118
4560,0.9621267318725586,0.09695376455783844,2.746641882822587e-07,6.333121291390853e-06,0.0,3.5631821901915828e-06,0.0001,9,0.12
4561,0.9636140465736389,0.09695376455783844,2.7683645953402447e-07,6.432424015656579e-06,0.0,3.5581106203608215e-06,0.0001,9,0.122
4562,0.9650130867958069,0.09695376455783844,2.789595043850568e-07,6.53158531349618e-06,0.0,3.553046099113999e-06,0.0001,9,0.124
4563,0.9663301706314087,0.09695376455783844,2.81034203908348e-07,6.630604730162304e-06,0.0,3.547989081198466e-06,0.0001,9,0.126
4564,0.9675708413124084,0.09695376455783844,2.8306146759859985e-07,6.729483175149653e-06,0.0,3.542938657119521e-06,0.0001,9,0.128
4565,0.9687402844429016,0.09695376455783844,2.8504214810709527e-07,6.828221103205578e-06,0.0,3.537896418492892e-06,0.0001,9,0.13
4566,0.9698432683944702,0.09695376455783844,2.869770980851172e-07,6.92681851433008e-06,0.0,3.5328603189554997e-06,0.0001,9,0.132
4567,0.9708841443061829,0.09695376455783844,2.888671701839485e-07,7.025275408523157e-06,0.0,3.5278324048704235e-06,0.0001,9,0.134
4568,0.9718671441078186,0.09695376455783844,2.9071318863316264e-07,7.123591785784811e-06,0.0,3.522811084621935e-06,0.0001,9,0.136
4569,0.9727960228919983,0.09695376455783844,2.9251594924062374e-07,7.221768100862391e-06,0.0,3.5177968129573856e-06,0.0001,9,0.138
4570,0.9736741781234741,0.09695376455783844,2.942762478141958e-07,7.31980480850325e-06,0.0,3.51278981725045e-06,0.0001,9,0.14
4571,0.9745048880577087,0.09695376455783844,2.959948517400335e-07,7.417701908707386e-06,0.0,3.5077898701274535e-06,0.0001,9,0.142
4572,0.9752910733222961,0.09695376455783844,2.9767252840429137e-07,7.5154594014748e-06,0.0,3.502797198962071e-06,0.0001,9,0.144
4573,0.9760357141494751,0.09695376455783844,2.993100451931241e-07,7.613077741552843e-06,0.0,3.4978113490069518e-06,0.0001,9,0.146
4574,0.9767413139343262,0.09695376455783844,3.0090814107097685e-07,7.710556928941514e-06,0.0,3.4928327750094468e-06,0.0001,9,0.148
4575,0.9774102568626404,0.09695376455783844,3.024675265805854e-07,7.807896508893464e-06,0.0,3.487861476969556e-06,0.0001,9,0.15
4576,0.9780446887016296,0.09695376455783844,3.039889122646855e-07,7.905097845650744e-06,0.0,3.482897227513604e-06,0.0001,9,0.152
4577,0.9786468148231506,0.09695376455783844,3.0547298024430347e-07,8.002160939213354e-06,0.0,3.4779400266415905e-06,0.0001,9,0.154
4578,0.9792185425758362,0.09695376455783844,3.069204410621751e-07,8.099085789581295e-06,0.0,3.472989874353516e-06,0.0001,9,0.156
4579,0.9797616004943848,0.09695376455783844,3.0833197683932667e-07,8.195872396754567e-06,0.0,3.468046315902029e-06,0.0001,9,0.158
4580,0.9802777171134949,0.09695376455783844,3.097082128533657e-07,8.29252167022787e-06,0.0,3.463110260781832e-06,0.0001,9,0.16
4581,0.9807683825492859,0.09695376455783844,3.110498312253185e-07,8.389033610001206e-06,0.0,3.458181026871898e-06,0.0001,9,0.162
4582,0.9812352061271667,0.09695376455783844,3.123574572327925e-07,8.485408216074575e-06,0.0,3.4532590689195786e-06,0.0001,9,0.164
4583,0.9791461825370789,0.0,3.0673501782985113e-07,8.485400030622259e-06,0.0,0.0,0.0,9,0.166
4584,0.9768739342689514,0.0,3.012137881341914e-07,8.485391845169943e-06,0.0,0.0,0.0,9,0.168
4585,0.9744080901145935,0.0,2.9579194915640983e-07,8.485383659717627e-06,0.0,0.0,0.0,9,0.17
4586,0.971738338470459,0.0,2.904676819071028e-07,8.485375474265311e-06,0.0,0.0,0.0,9,0.172
4587,0.9688544273376465,0.0,2.852392526619951e-07,8.485367288812995e-06,0.0,0.0,0.0,9,0.174
4588,0.9657463431358337,0.0,2.8010495611852093e-07,8.485359103360679e-06,0.0,0.0,0.0,9,0.176
4589,0.9624041318893433,0.0,2.75063058552405e-07,8.485350917908363e-06,0.0,0.0,0.0,9,0.178
4590,0.9588184952735901,0.0,2.701119115045003e-07,8.485342732456047e-06,0.0,0.0,0.0,9,0.18
4591,0.9549803733825684,0.0,2.652498949373694e-07,8.485334547003731e-06,0.0,0.0,0.0,9,0.182
4592,0.9508812427520752,0.0,2.604753888135747e-07,8.485326361551415e-06,0.0,0.0,0.0,9,0.184
4593,0.9465132355690002,0.0,2.557868299390975e-07,8.4853181760991e-06,0.0,0.0,0.0,9,0.186
4594,0.9418690800666809,0.0,2.511826551199192e-07,8.485309990646783e-06,0.0,0.0,0.0,9,0.188
4595,0.9369423389434814,0.0,2.4666135800544e-07,8.485301805194467e-06,0.0,0.0,0.0,9,0.19
4596,0.9317277669906616,0.0,2.422214606667694e-07,8.485293619742151e-06,0.0,0.0,0.0,9,0.192
4597,0.9262205362319946,0.0,2.3786147096416244e-07,8.485285434289835e-06,0.0,0.0,0.0,9,0.194
4598,0.920417308807373,0.0,2.3357996781214752e-07,8.48527724883752e-06,0.0,0.0,0.0,9,0.196
4599,0.9143155217170715,0.0,2.2937553012525314e-07,8.485269063385203e-06,0.0,0.0,0.0,9,0.198
4600,0.9079140424728394,0.0,2.252467652397172e-07,8.485260877932888e-06,0.0,0.0,0.0,9,0.2
4601,0.9012128114700317,0.0,2.2119232312434178e-07,8.485252692480572e-06,0.0,0.0,0.0,9,0.202
4602,0.8942131996154785,0.0,2.1721086795878364e-07,8.485244507028256e-06,0.0,0.0,0.0,9,0.204
4603,0.8869176506996155,0.0,2.1330107813355426e-07,8.48523632157594e-06,0.0,0.0,0.0,9,0.206
4604,0.879330039024353,0.0,2.0946166046087455e-07,8.485228136123624e-06,0.0,0.0,0.0,9,0.208
4605,0.8714554905891418,0.0,2.0569135017467488e-07,8.485219950671308e-06,0.0,0.0,0.0,9,0.21
4606,0.8633005023002625,0.0,2.01988910930595e-07,8.485211765218992e-06,0.0,0.0,0.0,9,0.212
4607,0.8548728823661804,0.0,1.9835310638427472e-07,8.485203579766676e-06,0.0,0.0,0.0,9,0.214
4608,0.8461815118789673,0.0,1.9478275703477266e-07,8.48519539431436e-06,0.0,0.0,0.0,9,0.216
4609,0.8372367024421692,0.0,1.9127666917029273e-07,8.485187208862044e-06,0.0,0.0,0.0,9,0.218
4610,0.8280497193336487,0.0,1.8783369171160302e-07,8.485179023409728e-06,0.0,0.0,0.0,9,0.22
4611,0.818632960319519,0.0,1.844526877903263e-07,8.485170837957412e-06,0.0,0.0,0.0,9,0.222
4612,0.8089996576309204,0.0,1.811325347489401e-07,8.485162652505096e-06,0.0,0.0,0.0,9,0.224
4613,0.7991640567779541,0.0,1.77872152562486e-07,8.48515446705278e-06,0.0,0.0,0.0,9,0.226
4614,0.7891412973403931,0.0,1.74670446995151e-07,8.485146281600464e-06,0.0,0.0,0.0,9,0.228
