pulse_width,frequency,train_duration,charge_per_phase,proportion_phosphene_perception,label,amplitude,charge_per_trial,duty_cycle,corrected_duration,total_charge_loss_,total_effective_charge_,max_activation_,estimated_proportion_phosphene_perception_
0.00017,300.0,0.083,0.0,0.2,fig2C,0.0,0.0,0.051000000000000004,0.004233000000000001,1.0116870000000001e-07,-1.0116870000000001e-07,0.0,0.0867197656959966
0.00017,300.0,0.083,1.7e-09,0.0,fig2C,9.999999999999999e-06,4.233e-08,0.051000000000000004,0.004233000000000001,1.0116870000000001e-07,-5.8838700000000005e-08,0.0,0.0867197656959966
0.00017,300.0,0.083,3.4000000000000003e-09,0.2,fig2C,2e-05,8.466e-08,0.051000000000000004,0.004233000000000001,1.0116870000000001e-07,-1.6508700000000003e-08,0.0,0.0867197656959966
0.00017,300.0,0.083,5.1e-09,0.0,fig2C,2.9999999999999997e-05,1.2699e-07,0.051000000000000004,0.004233000000000001,1.0116870000000001e-07,2.5821299999999993e-08,1.7670115519645838e-08,0.13607492050738673
0.00017,300.0,0.083,6.8000000000000005e-09,0.4,fig2C,4e-05,1.6932e-07,0.051000000000000004,0.004233000000000001,1.0116870000000001e-07,6.81513e-08,4.663751801086854e-08,0.2524505724653088
0.00017,300.0,0.083,8.5e-09,0.55,fig2C,4.9999999999999996e-05,2.1165000000000002e-07,0.051000000000000004,0.004233000000000001,1.0116870000000001e-07,1.1048130000000001e-07,7.560492050209122e-08,0.4069216228373481
0.00017,300.0,0.083,1.02e-08,0.7,fig2C,5.9999999999999995e-05,2.5398e-07,0.051000000000000004,0.004233000000000001,1.0116870000000001e-07,1.528113e-07,1.0457232299331392e-07,0.5776386385002782
0.00017,300.0,0.083,1.19e-08,0.7,fig2C,7e-05,2.9631000000000004e-07,0.051000000000000004,0.004233000000000001,1.0116870000000001e-07,1.9514130000000004e-07,1.3353972548453667e-07,0.7347304606228349
0.00017,300.0,0.083,1.3600000000000001e-08,1.0,fig2C,8e-05,3.3864e-07,0.051000000000000004,0.004233000000000001,1.0116870000000001e-07,2.3747130000000003e-07,1.6250712797575937e-07,0.8550886017234507
0.00017,300.0,0.083,1.53e-08,0.8,fig2C,9e-05,3.8097e-07,0.051000000000000004,0.004233000000000001,1.0116870000000001e-07,2.798013e-07,1.9147453046698205e-07,0.9318665226773201
0.00017,300.0,0.083,1.7e-08,0.8,fig2C,9.999999999999999e-05,4.2330000000000004e-07,0.051000000000000004,0.004233000000000001,1.0116870000000001e-07,3.2213130000000004e-07,2.204419329582047e-07,0.9726445246820122
0.00017,300.0,0.166,0.0,0.0,fig2C,0.0,0.0,0.051000000000000004,0.008466000000000001,2.0233740000000002e-07,-2.0233740000000002e-07,0.0,0.0867197656959966
0.00017,300.0,0.166,1.7e-09,0.0,fig2C,9.999999999999999e-06,8.466e-08,0.051000000000000004,0.008466000000000001,2.0233740000000002e-07,-1.1767740000000001e-07,0.0,0.0867197656959966
0.00017,300.0,0.166,3.4000000000000003e-09,0.1,fig2C,2e-05,1.6932e-07,0.051000000000000004,0.008466000000000001,2.0233740000000002e-07,-3.3017400000000006e-08,0.0,0.0867197656959966
0.00017,300.0,0.166,5.1e-09,0.3,fig2C,2.9999999999999997e-05,2.5398e-07,0.051000000000000004,0.008466000000000001,2.0233740000000002e-07,5.1642599999999986e-08,2.4999905414397424e-08,0.1613354958994228
0.00017,300.0,0.166,6.8000000000000005e-09,0.5,fig2C,4e-05,3.3864e-07,0.051000000000000004,0.008466000000000001,2.0233740000000002e-07,1.363026e-07,6.598335691340958e-08,0.3524416496327465
0.00017,300.0,0.166,8.5e-09,0.9,fig2C,4.9999999999999996e-05,4.2330000000000004e-07,0.051000000000000004,0.008466000000000001,2.0233740000000002e-07,2.2096260000000002e-07,1.069668084124218e-07,0.5915408042597332
0.00017,300.0,0.166,1.02e-08,0.88,fig2C,5.9999999999999995e-05,5.0796e-07,0.051000000000000004,0.008466000000000001,2.0233740000000002e-07,3.056226e-07,1.4795025991143399e-07,0.8000381232219081
0.00017,300.0,0.166,1.19e-08,0.8,fig2C,7e-05,5.926200000000001e-07,0.051000000000000004,0.008466000000000001,2.0233740000000002e-07,3.902826000000001e-07,1.889337114104462e-07,0.9267498282064486
0.00017,300.0,0.166,1.3600000000000001e-08,1.0,fig2C,8e-05,6.7728e-07,0.051000000000000004,0.008466000000000001,2.0233740000000002e-07,4.7494260000000005e-07,2.2991716290945844e-07,0.980408108695887
0.00017,300.0,0.166,1.53e-08,1.0,fig2C,9e-05,7.6194e-07,0.051000000000000004,0.008466000000000001,2.0233740000000002e-07,5.596026e-07,2.709006144084705e-07,0.9962355676307428
0.00017,300.0,0.166,1.7e-08,1.0,fig2C,9.999999999999999e-05,8.466000000000001e-07,0.051000000000000004,0.008466000000000001,2.0233740000000002e-07,6.442626000000001e-07,3.1188406590748255e-07,0.9994859935964846
